title,slug,topCategoryName,origin,price_unit
Viande bovine : demi faux filet sous vide,viande-bovine-demi-faux-filet-sous-vide,Viandes et Poissons,ORIGINE C.E.E.,22.11 € / KG
Viande de bœuf : rumsteak,viande-de-boeuf-rumsteak,Viandes et Poissons,FRANCE,4.78 € / KG
Viande de bœuf : côte de bœuf,viande-de-boeuf-cote-de-boeuf,Viandes et Poissons,FRANCE,47.84 € / KG
Viande de bœuf : filet de bœuf à rotir,viande-de-boeuf-filet-de-boeuf-a-rotir,Viandes et Poissons,FRANCE,56.90 € / KG
Viande bovine : pot au feu ** avec os à mijoter (plat de côte),viande-bovine-pot-au-feu-avec-os-a-mijoter-plat-de-cote,Viandes et Poissons,FRANCE,8.56 € / KG
Viande bovine : entrecôte *** à griller,viande-bovine-entrecote-a-griller,Viandes et Poissons,FRANCE,14.93 € / KG
Viande bovine : hampe ** à griller,viande-bovine-hampe-a-griller,Viandes et Poissons,FRANCE,2.98 € / KG
Viande bovine : 1x STEAK** à griller,viande-bovine-1x-steak-a-griller,Viandes et Poissons,FRANCE,2.79 € / KG
Viande bovine : onglet *** à griller,viande-bovine-onglet-a-griller,Viandes et Poissons,FRANCE,3.40 € / KG
Sauce filet américain pour steak tartare TRAITEUR PHILIPPE,sauce-filet-americain-pour-steak-tartare-traiteur-philippe,Viandes et Poissons,FRANCE,13.45 € / KG
Viande Bovine: steak*** Halal AFFIN'HAL,viande-bovine-steak-halal-affin-hal,Viandes et Poissons,FRANCE,5.61 € / KG
Viande Bovine: Faux-filet*** Halal AFFIN'HAL,viande-bovine-faux-filet-halal-affin-hal,Viandes et Poissons,FRANCE,7.64 € / KG
Lardon de bœuf fumé Halal  AFFIN'HAL,lardon-de-boeuf-fume-halal-affin-hal,Viandes et Poissons,FRANCE,30.79 € / KG
Noix de bœuf séché tranchée Halal AFFIN'HAL,noix-de-boeuf-seche-tranchee-halal-affin-hal,Viandes et Poissons,FRANCE,51.88 € / KG
Coppa de bœuf tranchée Halal  AFFIN'HAL,coppa-de-boeuf-tranchee-halal-affin-hal,Viandes et Poissons,FRANCE,48.75 € / KG
Bacon bœuf fumé supérieur crispy Halal   AFFIN'HAL,bacon-boeuf-fume-superieur-crispy-halal-affin-hal,Viandes et Poissons,FRANCE,32.81 € / KG
Viande Chevaline: Faux Filet à griller PEGASE,viande-chevaline-faux-filet-a-griller-pegase,Viandes et Poissons,MEXIQUE,3.22 € / KG
Viande Bovine: Entrecôte*** black Angus GRAND CARACTERE,viande-bovine-entrecote-black-angus-grand-caractere,Viandes et Poissons,ETATS-UNIS,16.82 € / KG
Faux filet de boeuf collection hereford GRAND CARACTERE,faux-filet-de-boeuf-collection-hereford-grand-caractere,Viandes et Poissons,IRLANDE,8.71 € / KG
Bavette de boeuf GRAND CARACTERE,bavette-de-boeuf-grand-caractere,Viandes et Poissons,IRLANDE,4.90 € / KG
