title;slug;product_family;origin;price;total_g_co2;total_g_co2_farming;total_g_co2_processing;total_g_co2_packaging;total_g_co2_transport;total_g_co2_retail;total_g_co2_consumption
Vin  Rosé Rosé à la Rosé  ELIE SUMEIRE;vin;Boissons;;8,15;0,951;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé A.O.P. Côtes-de-Provence Sainte-Victoire DOMAINES ELIE SUMEIRE;vin;Boissons;;9,65;0,951;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé AOP Coteaux Varois en Provence Bio DOMAINE DU LOOU;vin;Boissons;;8,89;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé Loire Reuilly Pinot Gris BRISSEZ SENNEDOT;vin;Boissons;;9,99;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé Loire Menetou-Salon BRISSEZ SENNEDOT;vin;Boissons;;7,9;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé A.O.P. Bordeaux CARRELET D'ESTUAIRE;vin;Boissons;;4,95;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé AOP Ajaccio Sciacarellu CLOS CAPITORO;vin;Boissons;;12,5;0,951;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé AOP Coteaux D'Aix en Provence VIRGINIE;vin;Boissons;;5,79;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé IGP Méditerranée TRAVERSIERE;vin;Boissons;;4,49;0,951;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin blanc bio AOP  DOMAINE COULOMB;vin;Boissons;;6,95;0,951;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé IGP LE ROC;vin;Boissons;;4,09;0,952;0,226;0,0248;0,51;0,175;0,0118;0,0051
Vin  Rosé AOP Grache Bio  CHATEAU BAS;vin;Bio et Ecologie;;8,95;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé AOP la Fare les Oliviers LES VIGNERONS DU CASTELLAS;vin;Boissons;;4,49;0,951;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin rosé  de pays Côtes Catalanes  MJG BRIU;vin;Boissons;;4,69;0,952;0,226;0,0248;0,51;0,175;0,0118;0,0051
Vin rosé  CUVEE DE JOSEPH;vin;Boissons;;10,69;3,81;0,904;0,0994;2,04;0,7;0,0471;0,0205
Vin rosé des Côtes Catalanes DOMAINE DE VEZIAN;vin;Boissons;;5,15;0,951;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin rosé de pays Vaucluse CELLIER DES PRINCES;vin;Boissons;;4,09;0,952;0,226;0,0248;0,51;0,175;0,0118;0,0051
Vin Rosé Bordeaux PIERRE JEAN LARRAQUE;vin;Boissons;;3,95;0,951;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé AOP Coteaux D'Aix en Provence TREILLES DE CEZANNE;vin;Boissons;;5,45;0,951;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé AOP Coteaux D'Aix en Provence DOMAINE DES OULLIERES;vin;Boissons;;5,65;0,952;0,226;0,0248;0,51;0,175;0,0118;0,0051
Vin rosé Costières de Nîmes Réserve AOP MILLE X;vin;Boissons;;4,95;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé A.O.P. Provence LES PETITES CAVES;vin;Boissons;;4,55;0,951;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé Languedoc-Roussillon LES VIGNOBLES D'OC;vin;Boissons;;7,95;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé AOC Bandol DOMAINE DE L'OLIVETTE;vin;Boissons;;13,3;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin  Rosé Bandol AOP  DOMAINE LES TOULONS;vin;Boissons;;13,5;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin  Rosé Bandol AOP  DOMAINE DE L'OLIVETTE;vin;Boissons;;12,99;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin rosé  Sancerre  LES ROUESSES;vin;Boissons;;11,5;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin rosé AOP Bandol Port Alon DOMAINE DE CAMBARET;vin;Boissons;;11,85;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé AOP Côtes de Provence CHATEAU ST JULI D'AILLE;vin;Boissons;;7,05;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé AOP Bandol Cuvée Prestige DOMAINE LA SUFFRE;vin;Boissons;;10,45;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé Loire Reuilly Pinot Noir AOP DOMAINE HENRI BEURDIN ET FILS;vin;Boissons;;7,5;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé Languedoc-Roussillon IGP DOMAINE DES HOSPICES;vin;Boissons;;5,39;0,951;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé languedoc-Roussilon TERRASSOUS;vin;Boissons;;16,45;6,34;1,51;0,166;3,4;1,17;0,0785;0,0341
Vin Rosé de France TERRASSOUS;vin;Boissons;;28,69;12,7;3,01;0,331;6,79;2,33;0,157;0,0683
Vin Rosé Languedoc-Roussillon TERRASSOUS;vin;Boissons;;18,99;6,34;1,5;0,165;3,39;1,16;0,0785;0,0341
Vin rosé AOP Coteaux Varois DOMAINE DE CAMBARET;vin;Boissons;;4,95;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin rosé  de Pays Rosmarin;vin;Boissons;;3,45;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin rosé  de Pays Gris Améthyste;vin;Boissons;;3,59;0,951;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin  Rosé AOP  DOMAINE ESCARAVATIE;vin;Boissons;;10,95;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin rosé AOP Ajaccio  DOMAINE DE PRATAVONE;vin;Boissons;;7,8;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin rosé de pays d'Oc Grenache TERRE EULALIE;vin;Boissons;;3,99;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Boisson Aromatisé Fines Bulles à Base de Vin Rosé Sans Alcool NOZECO;vin;Boissons;;4,95;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé A.O.P. Provence Grenache Cinsault LES MARQUETS;vin;Boissons;;10,29;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin rosé  Rosé de Loire  DIDIER DELAUNAY;vin;Boissons;;3,45;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin rosé IGP Méditérannée ROSE MARIE;vin;Boissons;;4,75;0,952;0,226;0,0248;0,51;0,175;0,0118;0,0051
Vin rosé bio vin de pays Gris des Sables DOMAINE DE MONTCALM;vin;Boissons;;5,49;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin rosé de Pays d'Oc Gris DOMAINE DE MONTCALM;vin;Boissons;;4,8;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé de France Grenache Autrement Bio GERARD BETRAND;vin;Boissons;;4,45;0,476;0,113;0,0124;0,255;0,0874;0,0059;0,0026
Vin Rosé I.G.P. Pays d'Oc Naturae Syrah Rosé GERARD BERTRAND;vin;Boissons;;7,55;0,951;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé A.O.P. languedoc COTES DES ROSES;vin;Boissons;;7,79;0,951;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé I.G.P. Pays d'Oc GIO GRENACHE;vin;Boissons;;4,85;0,951;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé de France TROUBLE;vin;Boissons;;7,92;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé AOP Coteaux D'Aix en Provence CHATEAU VIRANT;vin;Boissons;;8,07;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin rosé  vin de pays des Bouches du Rhône  DOMAINE VIRANT;vin;Boissons;;5,69;0,951;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin rosé  de Pays Gris  DOMAINE VIRANT;vin;Boissons;;5,99;0,951;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé A.O.P. Côtes-Du-Rhône E.GUIGAL;vin;Boissons;;9,09;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin rosé AOP Cheverny  DOMAINE LE PORTAIL;vin;Boissons;;5,45;0,951;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin rosé AOP Touraine;vin;Boissons;;5,39;0,951;0,226;0,0248;0,509;0,175;0,0118;0,0051
Rosé Valencay - Cuvée des Gardes 2014;vin;Boissons;;5,15;0,951;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin rosé  Menetou-Salon  DOMAINE DU LORIOT;vin;Boissons;;9,75;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin rosé TERRE DE CAMARGUE;vin;Boissons;;5,95;0,952;0,226;0,0248;0,51;0,175;0,0118;0,0051
Vin Rosé A.O.P. Côtes de Provence M DE MINUTY;vin;Boissons;;15,49;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin rosé  Bordeaux Clairet  CHATEAU DE VIAUT;vin;Boissons;;4,75;0,952;0,226;0,0248;0,51;0,175;0,0118;0,0051
Vin rosé vin de Pays Cuvée Réservée DOMAINE BASTIDE VIEILLE;vin;Boissons;;2,95;0,952;0,226;0,0248;0,51;0,175;0,0118;0,0051
Vin Rosé Languedoc-Roussillon CHATEAU DE CALADROY;vin;Boissons;;9,65;0,951;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé doux naturels Rivesaltes Ambre CHATEAU DE CALADROY;vin;Boissons;;9,45;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé Côtes Du Rhône AOP CHATEAU FARGUEIROL;vin;Boissons;;4,55;0,951;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin rosé de Pays CELLIER LOU BASSAQUET;vin;Boissons;;15,99;3,81;0,903;0,0993;2,04;0,699;0,0471;0,0205
Vin Rosé de l'Union Européenne BEAUVAL;vin;Boissons;;2,05;1,27;0,301;0,0331;0,679;0,233;0,0157;0,0068
Vin Rosé I.G.P. Méditerranée;vin;Boissons;;2,79;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé A.O.P. Costière de Nimes MARCELLUS;vin;Boissons;;3,85;0,952;0,226;0,0248;0,51;0,175;0,0118;0,0051
Vin Rosé A.O.P. Cabernet d'Anjou DOMAINE DES CHARMES;vin;Boissons;;5,29;0,952;0,226;0,0248;0,51;0,175;0,0118;0,0051
Vin rosé de table ROSEFEUILLE;vin;Boissons;;2,45;1,91;0,452;0,0498;1,02;0,35;0,0236;0,0103
Vin Rosé A.O.P. Côte de Provence GRAIN DE SOLEIL;vin;Boissons;;3,99;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé Merlot Fruité et Floral 5,5% BONS MOMENTS;vin;Boissons;;4,9;0,952;0,226;0,0248;0,51;0,175;0,0118;0,0051
Vin rosé LES PINTADES;vin;Boissons;;4,45;0,952;0,226;0,0248;0,51;0,175;0,0118;0,0051
Vin rosé IGP le gris DOMAINE TERRA VECCHIA;vin;Boissons;;7,99;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin rosé IGP Île de beauté bio DOMAINE TERRA VECCHIA;vin;Boissons;;7,19;0,951;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé I.G.P. Ile de Beauté DOMAINE DE TERRA VECCHIA NIELLUCCIU;vin;Boissons;;5,5;0,952;0,226;0,0248;0,51;0,175;0,0118;0,0051
Vin Rosé Languedoc-Roussillon AOP GARRUS;vin;Produits régionaux et locaux;;11,65;3,81;0,904;0,0994;2,04;0,7;0,0471;0,0205
Vin Rosé Pays D'Oc Saint Guilhem IGP EN TOUTE INTIMITE;vin;Boissons;;4,89;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé Cuvée Yaguel MAAYANE;vin;Boissons;;4,62;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin  Rosé AOP  LE ROUGIAN;vin;Boissons;;5,75;0,951;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé AOP le Blason LES VIGNERONS DE TARADEAU;vin;Boissons;;21,5;6,34;1,51;0,166;3,4;1,17;0,0785;0,0341
Vin Rosé IGP Méditerranée CRAZY TROPEZ;vin;Boissons;;4,95;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin rosé ICE TROPEZ;vin;Boissons;;3,3;0,349;0,0828;0,0091;0,187;0,0641;0,0043;0,0019
Vin rosé  Côtes du Lot Esprit;vin;Boissons;;4,2;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé Languedoc-Roussillon CHAPEAU BAS AUMEL;vin;Boissons;;6,9;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin rosé vin de pays du Val de Loire Gamay GANICHAUD;vin;Boissons;;2,9;0,951;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin rosé aop fronton prestige CHATEAU CLAMENS;vin;Boissons;;5,65;0,952;0,226;0,0248;0,51;0,175;0,0118;0,0051
Vin rosé  bio Sable de Camargue;vin;Boissons;;5,95;0,952;0,226;0,0248;0,51;0,175;0,0118;0,0051
Vin Rouge A.O.P. Pic Saint-Loup CUVEE DES 3 ERMITES;vin;Boissons;;7,9;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin rosé  de Pays  DOMAINE SAINT JEAN;vin;Boissons;;4,45;0,952;0,226;0,0248;0,51;0,175;0,0118;0,0051
Vin rosé lubéron LES CLAPES;vin;Boissons;;5,1;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin rosé AOP Côtes du Roussillon  CHATEAU SAINT-ROCH;vin;Boissons;;8,55;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé I.G.P. Côtes Catalanes LAFAGE;vin;Boissons;;11,49;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé IGP Méditerranée BERNE;vin;Boissons;;19,15;3,81;0,904;0,0994;2,04;0,699;0,0471;0,0205
Vin Rosé AOP Coteaux d'Aix en Provence DOMAINE LES TOULONS;vin;Boissons;;5,99;0,951;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin rouge Cotes du Rhône  BECASSIER VIEILLES VIGNES;vin;Boissons;;5,75;0,951;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé Coteaux Du lectourois LE ROSE D'ANGELIQUE;vin;Boissons;;10,8;6,34;1,51;0,166;3,4;1,17;0,0785;0,0341
Vin rosé AOP de pays Languedoc;vin;Boissons;;4,8;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin rosé  Vin de Pays d'Oc  LES 3 FILLES;vin;Boissons;;3,8;0,951;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin rosé AOP Pic Saint-Loup  VIGNOBLES BOIS ST JEAN;vin;Boissons;;5,65;0,952;0,226;0,0248;0,51;0,175;0,0118;0,0051
Vin Blanc Languedoc-Roussillon AOP TERRES DES AINES;vin;Boissons;;5,8;0,952;0,226;0,0248;0,51;0,175;0,0118;0,0051
Vin Rosé Languedoc-Roussillon Bio MON PETIT PLAISIR;vin;Boissons;;5,9;0,951;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé Bordeaux CHATEAU MONTGAILLARD;vin;Boissons;;5,5;0,952;0,226;0,0248;0,51;0,175;0,0118;0,0051
Vin Rosé Sud-Ouest Côtes de Gascogne LES 3 DOMAINES;vin;Boissons;;13,65;6,34;1,51;0,166;3,4;1,17;0,0785;0,0341
Vin rosé Château Ministre Cuvée Prestige  LES VIGNOBLES D'OC;vin;Boissons;;6,19;0,952;0,226;0,0248;0,51;0,175;0,0118;0,0051
Vin rosé IGP Var - Terrasses PIERRALET;vin;Boissons;;21,29;6,34;1,5;0,165;3,39;1,16;0,0785;0,0341
Vin Rosé IGP Pays du Var PIERRALET;vin;Boissons;;5,65;0,952;0,226;0,0248;0,51;0,175;0,0118;0,0051
Vin  Rosé AOP  CHATEAU PAS DU CERF;vin;Boissons;;12,85;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé A.O.P. Provence CHATEAU CAMP LONG;vin;Boissons;;7,09;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin rosé  vin de pays du Val de Loire Gamay  DOMAINE DE LA GARNIERE;vin;Boissons;;3,59;0,951;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé I.G.P. Pays d'Oc Première PUECH-HAUT;vin;Boissons;;12,9;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Pétillant Crémant de Loire rosé brut MONCONTOUR;vin;Boissons;;7,05;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé Bordeaux LA CABANE TCHANQUEE;vin;Boissons;;3,9;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé Côtes Du Rhône ECLAT DU SUD SAINT MAURICE;vin;Boissons;;9,2;1,9;0,452;0,0497;1,02;0,35;0,0236;0,0103
Vin rosé bio vin de pays de Méditerranée LES BEYNES;vin;Boissons;;5,5;0,952;0,226;0,0248;0,51;0,175;0,0118;0,0051
Vin Rosé A.O.P. Côtes Du Rhone Duche d'Uzes ROQUEVINIERE;vin;Boissons;;5,69;0,951;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé I.G.P. Pays d'Oc ROQUEVINIERE;vin;Boissons;;4,75;0,952;0,226;0,0248;0,51;0,175;0,0118;0,0051
Vin rosé Côtes du Roussillon AOP V DE VALMY;vin;Boissons;;7,75;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin rosé Sable de Camargue Gris de Gris SABLEDOC;vin;Boissons;;5,19;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin rosé Bordeaux  CHATEAU SAINTE CATHERINE;vin;Boissons;;4,5;1,33;0,316;0,0347;0,712;0,244;0,0165;0,0072
Vin Rosé IGP Pays d'Oc Bleu de Mer 9% BERNARD MAGREZ;vin;Boissons;;7,3;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé IGP Pays d'Oc BLEU DE MER;vin;Boissons;;4,95;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé IGP Pays d'Oc Bleu de Mer BERNARD MAGREZ;vin;Boissons;;16,7;3,8;0,903;0,0992;2,04;0,699;0,0471;0,0205
Vin Rosé Bordeaux ROSE DE LA SOLITUDE;vin;Boissons;;7,95;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin  Rosé  EXCELLCE DES MURAIRES;vin;Boissons;;15,99;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé AOP Côtes de Provence TRIPLETTE;vin;Boissons;;6,95;0,951;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé IGP Var CHAPEAU;vin;Boissons;;6,99;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé Fruité AMOR;vin;Boissons;;5,99;0,951;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé DOMAINE DE CANTARELLE;vin;Boissons;;5,7;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé AOP Côteaux d'Aix en Provence TRINQUETTE;vin;Boissons;;6,15;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé A.O.P. Pays d'Oc DOMAINE DU GIVAUDAN INES;vin;Boissons;;4,25;0,951;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin rosé AOP DOMAINE DE CAMBARET;vin;Boissons;;14,99;3,8;0,902;0,0992;2,04;0,699;0,0471;0,0205
Vin Rosé Sud Ouest IGP Comté Tolosan FAUTES DE MERLES, JE NE BOIS QUE CA;vin;Boissons;;5,99;0,951;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin  Rosé AOP Sainte Victoire  VILLA ROSALIE;vin;Boissons;;8,99;0,951;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé Languedoc-Roussillon PIC SAINT LOUP;vin;Boissons;;9,55;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé Loire Saint-Pourçain Gamay DOMAINE GARDIEN;vin;Boissons;;6,49;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé AOP Coteaux d'Aix en Provence DOMAINE SAINTE PHILOMENE;vin;Boissons;;7,25;0,951;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin rosé de pays Côteaux du Pont du Gard gris CIGALA;vin;Boissons;;5,75;0,951;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé A.O.P. Provence Bio CHATEAU DE L'ESCARELLE;vin;Boissons;;8,8;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé Bordeaux CHATEAU DE LANDIRAS;vin;Boissons;;6,99;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé Sans Alcool Provençale Bio LE PETIT BERET;vin;Boissons;;4,95;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin rosé bio de pays Vaucluse LA CLAIRIERE;vin;Boissons;;5,95;0,952;0,226;0,0248;0,51;0,175;0,0118;0,0051
Vin Rosé A.O.P. Bandol BAIE D'ARGENT;vin;Boissons;;6,95;0,951;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Villa D'Or;vin;Boissons;;4,9;0,952;0,226;0,0248;0,51;0,175;0,0118;0,0051
Vin Rosé Côtes Du Rhône PIQUE BOUFFIGUES;vin;Boissons;;5,45;0,951;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé I.G.P. Méditérranée Bio LE BIEN PAR LE BON;vin;Boissons;;6,99;0,952;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rosé Portugal MATEUS THE ORIGINAL;vin;Boissons;;5,29;0,952;0,226;0,0248;0,51;0,175;0,0118;0,0051
Vin rosé GATAO;vin;Boissons;;4,15;0,952;0,226;0,0248;0,51;0,175;0,0118;0,0051
Vin rosé LANCERS;vin;Boissons;;5,9;0,951;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin rosé  Navarra Ombatillo;vin;Boissons;;5,39;0,951;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rouge I.G.P. Pays d'Oc Merlot ROCHE MAZET;vin;Boissons;;12,19;3,81;0,904;0,0994;2,04;0,7;0,0471;0,0205
Vin Rosé Maroc Cinsault Grenache BOULAOUANE;vin;Boissons;;3,89;0,951;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Blanc I.G.P. Pays d'Oc Sauvignon ROCHE MAZET;vin;Boissons;;12,45;3,81;0,903;0,0993;2,04;0,699;0,0471;0,0205
Vin Rosé I.G.P. Pays d'Oc Syrah ROCHE MAZET;vin;Boissons;;11,85;3,81;0,903;0,0993;2,04;0,699;0,0471;0,0205
Vin Rosé I.G.P. Pays d'Oc Merlot ROCHE MAZET;vin;Boissons;;11,89;3,81;0,904;0,0994;2,04;0,7;0,0471;0,0205
Vin Rosé A.O.P. Côtes-Du-Rhône CELLIER DES DAUPHINS PRESTIGE;vin;Boissons;;13,15;3,81;0,904;0,0994;2,04;0,7;0,0471;0,0205
Vin Rouge I.G.P. Pays d'Oc Cabernet Sauvignon LES ORMES DE CAMBRAS;vin;Boissons;;17,45;6,34;1,51;0,166;3,4;1,17;0,0785;0,0341
Vin Rouge A.O.P. Bordeaux BARON DE LESTAC;vin;Boissons;;16,89;3,81;0,903;0,0993;2,04;0,699;0,0471;0,0205
Vin Rosé A.O.P. Côtes-de-Provence BILLETTE;vin;Boissons;;23,69;3,8;0,903;0,0993;2,04;0,699;0,0471;0,0205
Vin Rouge I.G.P. Pays d'Oc Cabernet Sauvignon L'HERITAGE DE CARILLAN;vin;Boissons;;25,59;12,7;3,01;0,331;6,79;2,33;0,157;0,0683
Vin Rouge Côtes Catalanes Bio LE CANON DU MARECHAL;vin;Boissons;;15,05;3,8;0,902;0,0992;2,04;0,699;0,0471;0,0205
Vin Blanc I.G.P. Sud Ouest Sauvignon DAGUET DE BERTICOT;vin;Boissons;;11,65;3,81;0,904;0,0994;2,04;0,7;0,0471;0,0205
Vin rosé vin de pays du Gard TERRE EULALIE;vin;Boissons;;13,69;6,34;1,5;0,165;3,39;1,16;0,0784;0,0341
Vin Rouge I.G.P. Pays d'Oc Cabernet-Syrah JP. CHENET;vin;Boissons;;11,35;3,81;0,904;0,0994;2,04;0,7;0,0471;0,0205
Vin Rouge I.G.P. Pays d'Oc JP. CHENET MERLOT;vin;Boissons;;11,5;3,81;0,904;0,0994;2,04;0,7;0,0471;0,0205
Vin Rosé I.G.P. Pays d'Oc JP. CHENET GRENACHE-CINSAULT;vin;Boissons;;11,59;3,81;0,904;0,0994;2,04;0,7;0,0471;0,0205
Vin Blanc I.G.P. Pays d'Oc AUTREMENT BIO;vin;Boissons;;19,79;3,8;0,903;0,0992;2,04;0,699;0,0471;0,0205
Vin Rosé Pamplemousse OH MY PAMP!;vin;Boissons;;7,99;3,81;0,904;0,0994;2,04;0,7;0,0472;0,0205
Vin Rouge Chili CONCHA Y TORO CASILLERO DEL DIABLO CARMENERE;vin;Boissons;;8,3;0,951;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rouge I.G.P. Pays d'Oc Cabernet Sauvignon ROCHE MAZET;vin;Boissons;;12,15;3,81;0,903;0,0993;2,04;0,699;0,0471;0,0205
Vin Rouge Maroc Cabernet Sauvignon Merlot BOULAOUANE;vin;Boissons;;3,5;0,951;0,226;0,0248;0,509;0,175;0,0118;0,0051
Vin Rouge A.O.P. Côtes-Du-Rhône CELLIER DES DAUPHINS PRESTIGE;vin;Boissons;;12,1;3,81;0,904;0,0994;2,04;0,7;0,0471;0,0205
Vin Rouge I.G.P. Pays d'Oc Merlot LES ORMES DE CAMBRAS;vin;Boissons;;16,95;6,34;1,51;0,166;3,4;1,17;0,0785;0,0341
Vin Rosé I.G.P. Pays d'Oc Cinsault Syrah LES ORMES DE CAMBRAS;vin;Boissons;;17,95;6,34;1,51;0,166;3,4;1,17;0,0785;0,0341
Vin Rosé A.O.P. Cabernet-d'Anjou PLESSIS DUVAL;vin;Boissons;;18,15;3,81;0,903;0,0993;2,04;0,699;0,0471;0,0205
Vin Rosé I.G.P. Côtes de Thau RESERVE DE MONROUBY REFLETS DE FRANCE;vin;Boissons;;11,45;3,8;0,902;0,0992;2,04;0,698;0,0471;0,0205
Vin Rosé A.O.P. Cabernet-d'Anjou LA CAVE D'AUGUSTIN FLORENT;vin;Boissons;;13,95;3,81;0,903;0,0993;2,04;0,699;0,0471;0,0205
Vin Blanc I.G.P. Pays d'Oc Sauvignon HERITAGE DE CARILLAN;vin;Boissons;;12,49;6,34;1,5;0,165;3,39;1,16;0,0784;0,0341
Vin Blanc I.G.P. Pays d'Oc Chardonnay L'HERITAGE DE CARILLAN;vin;Boissons;;9,8;3,8;0,902;0,0992;2,03;0,698;0,0471;0,0205
Vin Rouge A.O.P. Bordeaux LA CAVE D'AUGUSTIN FLORENT;vin;Boissons;;18,49;6,34;1,5;0,165;3,39;1,16;0,0785;0,0341
Vin Rouge A.O.P. Médoc LA CAVE D'AUGUSTIN FLORENT;vin;Boissons;;16,99;3,81;0,904;0,0994;2,04;0,699;0,0471;0,0205
